bookingId,user_id,flightId,bookingDate,statusId
162,515,104,2025-10-14 00:36:09.717520,9
163,754,387,2025-09-28 03:36:09.717520,8
164,403,398,2025-03-09 19:36:09.717520,8
165,153,96,2025-02-27 09:36:09.717520,8
166,773,21,2025-07-07 18:36:09.717520,8
167,267,83,2025-09-25 18:36:09.717520,7
168,956,364,2025-02-17 11:36:09.717520,8
169,661,306,2024-12-27 06:36:09.717520,8
170,617,252,2025-09-20 03:36:09.717520,8
171,651,270,2025-03-22 15:36:09.717520,8
172,1035,82,2025-07-01 03:36:09.717520,8
173,189,179,2025-03-23 16:36:09.717520,8
174,679,185,2025-04-29 16:36:09.717520,10
175,1087,244,2025-09-14 06:36:09.717520,7
176,709,229,2025-04-03 06:36:09.717520,8
177,500,491,2024-12-21 07:36:09.717520,10
178,782,469,2025-01-27 22:36:09.717520,8
179,580,13,2025-08-21 21:36:09.717520,8
180,1042,229,2025-08-06 11:36:09.717520,8
181,395,165,2025-08-20 12:36:09.717520,10
182,343,498,2025-09-02 03:36:09.717520,7
183,135,108,2025-11-09 06:36:09.717520,8
184,869,428,2025-01-22 16:36:09.717520,8
185,892,332,2025-01-06 09:36:09.717520,8
186,49,236,2025-05-18 11:36:09.717520,8
187,112,92,2025-04-08 03:36:09.717520,8
188,467,467,2025-04-11 23:36:09.717520,8
189,829,222,2025-05-10 10:36:09.717520,8
190,243,274,2024-12-04 06:36:09.717520,8
191,130,388,2025-09-25 11:36:09.717520,8
192,149,184,2025-08-14 13:36:09.717520,8
193,618,311,2025-01-13 19:36:09.717520,8
194,897,196,2025-06-21 07:36:09.717520,8
195,321,274,2025-03-22 14:36:09.717520,8
196,1118,152,2025-10-20 14:36:09.717520,8
197,765,491,2024-12-06 03:36:09.717520,10
198,290,64,2024-12-21 10:36:09.717520,8
199,808,276,2025-09-06 12:36:09.717520,8
200,705,109,2025-06-30 06:36:09.717520,10
201,292,83,2025-03-04 17:36:09.717520,8
202,518,100,2025-01-27 15:36:09.717520,8
203,1162,437,2024-12-28 03:36:09.717520,8
204,1126,38,2025-04-28 07:36:09.717520,8
205,202,102,2025-09-24 01:36:09.717520,10
206,732,66,2025-11-09 06:36:09.717520,8
207,584,318,2025-01-04 16:36:09.717520,8
208,923,169,2025-10-12 07:36:09.717520,8
209,1197,79,2025-09-16 04:36:09.717520,8
210,648,491,2025-07-07 15:36:09.717520,7
211,505,403,2025-03-24 08:36:09.717520,8
212,894,142,2025-06-02 14:36:09.717520,8
213,680,450,2025-08-03 00:36:09.717520,8
214,626,250,2025-09-08 13:36:09.717520,8
215,1243,42,2025-04-22 14:36:09.717520,10
216,403,135,2025-10-16 12:36:09.717520,8
217,39,435,2025-08-17 06:36:09.717520,8
218,1192,297,2025-06-26 04:36:09.717520,8
219,76,283,2025-04-13 03:36:09.717520,10
220,1106,242,2025-10-30 14:36:09.717520,8
221,458,457,2025-09-28 09:36:09.717520,10
222,275,238,2025-08-14 02:36:09.717520,8
223,746,258,2024-12-06 07:36:09.717520,8
224,340,388,2025-08-20 14:36:09.717520,8
225,367,290,2025-09-16 07:36:09.717520,10
226,300,377,2025-08-04 21:36:09.717520,8
227,999,119,2025-01-01 18:36:09.717520,8
228,88,343,2025-03-16 02:36:09.717520,10
229,740,199,2025-07-29 00:36:09.717520,10
230,82,333,2025-05-14 13:36:09.717520,8
231,1068,325,2025-04-20 09:36:09.717520,8
232,1115,292,2025-02-27 22:36:09.717520,8
233,749,301,2025-10-30 12:36:09.717520,8
234,771,499,2025-03-25 02:36:09.717520,8
235,707,250,2025-08-04 05:36:09.717520,7
236,285,226,2025-02-22 17:36:09.717520,8
237,576,109,2025-02-14 15:36:09.717520,8
238,1233,368,2025-01-30 07:36:09.717520,8
239,677,369,2025-01-28 01:36:09.717520,8
240,982,108,2025-09-28 15:36:09.717520,8
241,842,12,2025-04-03 11:36:09.717520,8
242,1214,83,2025-02-07 06:36:09.717520,8
243,1173,76,2024-12-28 15:36:09.717520,8
244,369,265,2025-06-26 05:36:09.717520,10
245,39,450,2025-11-03 19:36:09.717520,10
246,444,230,2025-10-07 01:36:09.717520,10
247,350,113,2025-06-29 05:36:09.717520,8
248,1194,421,2025-03-04 05:36:09.717520,8
249,542,86,2025-11-16 20:36:09.717520,10
250,1222,303,2025-01-04 17:36:09.717520,8
251,271,56,2024-12-08 16:36:09.717520,8
252,1033,351,2025-07-02 14:36:09.717520,8
253,364,244,2025-10-11 05:36:09.717520,8
254,1089,258,2025-01-29 12:36:09.717520,8
255,267,462,2025-10-05 03:36:09.717520,9
256,884,268,2025-07-03 21:36:09.717520,10
257,1086,220,2025-03-28 01:36:09.717520,8
258,781,180,2025-09-28 09:36:09.717520,10
259,1180,51,2025-07-05 14:36:09.717520,8
260,477,466,2025-01-11 19:36:09.717520,8
261,1114,210,2025-04-10 16:36:09.717520,7
262,15,296,2025-08-24 13:36:09.717520,8
263,769,336,2025-03-16 08:36:09.717520,8
264,838,186,2025-01-23 14:36:09.717520,8
265,1199,130,2025-04-13 03:36:09.717520,8
266,749,314,2025-04-21 07:36:09.717520,8
267,418,212,2025-09-09 03:36:09.717520,8
268,759,287,2025-09-11 01:36:09.717520,8
269,629,296,2025-05-26 08:36:09.717520,8
270,283,438,2025-11-02 13:36:09.717520,8
271,915,401,2025-11-23 15:36:09.717520,8
272,1042,206,2025-05-23 03:36:09.717520,8
273,107,83,2025-06-18 06:36:09.717520,7
274,187,422,2025-02-13 01:36:09.717520,10
275,892,46,2025-01-01 18:36:09.717520,8
276,164,312,2024-12-20 09:36:09.717520,8
277,821,315,2025-11-01 02:36:09.717520,8
278,1224,30,2025-02-28 06:36:09.717520,8
279,22,104,2025-11-02 02:36:09.717520,8
280,69,402,2025-10-03 02:36:09.717520,8
281,475,315,2025-02-25 07:36:09.717520,8
282,490,336,2024-11-30 15:36:09.717520,8
283,566,400,2025-06-22 21:36:09.717520,8
284,831,301,2025-03-13 02:36:09.717520,7
285,141,471,2025-01-16 03:36:09.717520,8
286,1146,469,2025-09-24 21:36:09.717520,8
287,567,116,2025-10-06 16:36:09.717520,8
288,828,295,2024-12-02 18:36:09.717520,8
289,1037,55,2025-09-12 12:36:09.717520,8
290,697,485,2025-01-29 02:36:09.717520,10
291,1102,417,2025-09-20 18:36:09.717520,8
292,773,289,2025-08-04 17:36:09.717520,8
293,940,349,2025-07-24 04:36:09.717520,10
294,988,60,2025-04-11 12:36:09.717520,8
295,452,347,2025-11-24 17:36:09.717520,8
296,845,490,2025-05-30 02:36:09.717520,8
297,540,128,2025-04-26 12:36:09.717520,8
298,701,39,2025-09-09 15:36:09.717520,8
299,725,112,2025-09-19 18:36:09.717520,8
300,390,256,2025-03-12 17:36:09.717520,8
301,544,106,2025-03-27 16:36:09.717520,9
302,730,80,2025-01-23 13:36:09.717520,10
303,1009,315,2024-12-04 03:36:09.717520,10
304,988,191,2025-10-13 20:36:09.717520,8
305,1177,445,2025-04-20 01:36:09.717520,8
306,1047,144,2025-06-21 17:36:09.717520,8
307,263,28,2025-08-26 23:36:09.717520,8
308,1108,17,2025-08-14 21:36:09.717520,8
309,358,235,2025-01-31 08:36:09.717520,8
310,647,353,2024-12-04 10:36:09.717520,8
311,778,298,2025-01-20 20:36:09.717520,8
312,532,96,2025-09-06 18:36:09.717520,8
313,966,491,2025-10-09 20:36:09.717520,8
314,1022,218,2025-03-17 23:36:09.717520,8
315,763,187,2025-06-23 18:36:09.717520,8
316,1171,68,2025-09-21 07:36:09.717520,8
317,205,370,2025-04-17 17:36:09.717520,8
318,781,101,2025-02-13 09:36:09.717520,8
319,20,91,2025-07-04 01:36:09.717520,8
320,1059,274,2025-05-11 01:36:09.717520,8
321,1152,440,2025-09-16 11:36:09.717520,8
322,335,31,2025-03-20 18:36:09.717520,8
323,198,231,2025-05-20 18:36:09.717520,8
324,1148,286,2025-04-10 21:36:09.717520,7
325,249,180,2025-11-13 05:36:09.717520,8
326,1180,333,2025-10-29 03:36:09.717520,8
327,583,182,2025-05-16 07:36:09.717520,8
328,916,456,2025-01-09 22:36:09.717520,8
329,950,324,2025-02-12 15:36:09.717520,8
330,691,216,2025-10-20 05:36:09.717520,8
331,147,41,2025-02-20 20:36:09.717520,8
332,649,335,2025-04-29 08:36:09.717520,8
333,810,139,2025-07-15 21:36:09.717520,8
334,1067,495,2025-07-18 23:36:09.717520,8
335,48,65,2025-03-31 07:36:09.717520,8
336,164,108,2025-02-23 22:36:09.717520,8
337,131,480,2025-07-31 03:36:09.717520,8
338,814,269,2025-01-11 13:36:09.717520,8
339,319,44,2025-10-31 22:36:09.717520,8
340,507,378,2025-04-25 00:36:09.717520,8
341,269,270,2025-02-25 10:36:09.717520,8
342,731,441,2025-05-16 01:36:09.717520,8
343,1108,479,2025-04-19 03:36:09.717520,8
344,1105,91,2025-09-29 05:36:09.717520,8
345,1156,223,2025-08-26 06:36:09.717520,8
346,635,466,2025-05-27 01:36:09.717520,8
347,184,227,2025-05-06 21:36:09.717520,8
348,319,156,2024-12-05 10:36:09.717520,8
349,280,177,2025-04-26 01:36:09.717520,8
350,1008,485,2025-08-01 19:36:09.717520,7
351,882,409,2025-04-29 05:36:09.717520,8
352,15,281,2025-06-09 16:36:09.717520,8
353,1149,224,2025-06-20 17:36:09.717520,8
354,799,425,2025-06-11 17:36:09.717520,8
355,865,321,2025-04-02 02:36:09.717520,8
356,557,146,2025-10-29 09:36:09.717520,8
357,551,212,2025-03-06 12:36:09.717520,8
358,594,57,2025-10-23 00:36:09.717520,8
359,558,359,2025-10-15 01:36:09.717520,8
360,40,78,2024-12-26 03:36:09.717520,8
361,210,145,2025-04-16 14:36:09.717520,8
362,17,120,2025-01-15 14:36:09.717520,7
363,445,176,2025-07-03 19:36:09.717520,8
364,1021,191,2025-07-26 08:36:09.717520,8
365,677,42,2025-02-12 11:36:09.717520,8
366,804,37,2025-09-05 01:36:09.717520,8
367,513,419,2025-06-13 10:36:09.717520,8
368,510,198,2025-07-14 17:36:09.717520,8
369,69,102,2025-07-24 09:36:09.717520,8
370,1068,341,2025-03-17 01:36:09.717520,8
371,640,480,2025-05-14 15:36:09.717520,8
372,87,382,2025-09-08 02:36:09.717520,8
373,986,327,2025-05-01 16:36:09.717520,8
374,107,443,2025-11-06 16:36:09.717520,11
375,484,325,2025-07-10 20:36:09.717520,7
376,566,300,2025-01-30 22:36:09.717520,8
377,19,497,2024-12-22 04:36:09.717520,8
378,974,353,2025-10-01 14:36:09.717520,8
379,184,128,2025-02-19 01:36:09.717520,8
380,694,477,2025-10-16 11:36:09.717520,8
381,316,360,2025-08-31 13:36:09.717520,8
382,477,163,2025-09-12 06:36:09.717520,8
383,899,376,2025-03-08 10:36:09.717520,8
384,734,371,2025-02-06 18:36:09.717520,10
385,994,362,2025-07-13 03:36:09.717520,8
386,1004,98,2025-09-16 15:36:09.717520,8
387,663,375,2025-07-27 18:36:09.717520,10
388,1227,469,2025-09-09 15:36:09.717520,8
389,318,231,2025-04-30 18:36:09.717520,8
390,930,1,2025-10-23 02:36:09.717520,8
391,380,453,2024-12-10 05:36:09.717520,10
392,490,165,2025-01-02 07:36:09.717520,10
393,794,98,2025-08-26 07:36:09.717520,8
394,1130,79,2025-10-09 19:36:09.717520,8
395,660,57,2025-01-19 02:36:09.717520,8
396,90,428,2025-02-04 15:36:09.717520,10
397,414,55,2025-08-05 16:36:09.717520,8
398,1170,329,2025-06-17 07:36:09.717520,8
399,1209,132,2024-12-25 21:36:09.717520,8
400,146,7,2025-03-17 06:36:09.717520,8
401,164,240,2025-10-23 11:36:09.717520,8
402,852,421,2025-06-07 08:36:09.717520,8
403,545,271,2024-12-21 09:36:09.717520,8
404,623,40,2025-03-21 02:36:09.717520,8
405,474,273,2025-06-15 16:36:09.717520,8
406,510,292,2025-10-16 15:36:09.717520,8
407,1144,213,2025-01-24 06:36:09.717520,8
408,940,360,2025-11-05 23:36:09.717520,10
409,342,406,2025-03-03 03:36:09.717520,8
410,692,337,2025-02-19 03:36:09.717520,11
411,908,478,2025-05-29 20:36:09.717520,8
412,665,433,2025-06-08 23:36:09.717520,8
413,882,423,2025-05-15 05:36:09.717520,8
414,1118,110,2025-06-11 03:36:09.717520,10
415,521,185,2025-07-20 00:36:09.717520,10
416,1,372,2024-12-17 19:36:09.717520,8
417,1061,70,2025-05-03 10:36:09.717520,8
418,455,110,2025-05-10 10:36:09.717520,8
419,566,471,2025-09-10 02:36:09.717520,8
420,1171,80,2025-01-17 11:36:09.717520,8
421,320,71,2025-04-14 21:36:09.717520,10
422,512,120,2025-04-10 19:36:09.717520,8
423,819,292,2025-03-22 09:36:09.717520,8
424,665,406,2025-08-04 15:36:09.717520,8
425,1181,420,2025-01-18 05:36:09.717520,8
426,77,375,2025-09-21 22:36:09.717520,8
427,115,472,2025-05-20 21:36:09.717520,10
428,890,214,2025-01-30 17:36:09.717520,8
429,1234,476,2024-12-06 06:36:09.717520,8
430,784,28,2025-05-06 02:36:09.717520,8
431,1106,290,2025-02-14 20:36:09.717520,8
432,453,79,2024-12-26 07:36:09.717520,8
433,805,498,2025-07-17 05:36:09.717520,8
434,185,114,2025-07-09 19:36:09.717520,8
435,304,68,2025-05-21 12:36:09.717520,8
436,101,281,2025-06-22 18:36:09.717520,8
437,1028,223,2025-11-22 14:36:09.717520,8
438,985,287,2025-03-12 01:36:09.717520,8
439,1171,101,2025-09-14 05:36:09.717520,11
440,1074,127,2025-04-03 12:36:09.717520,8
441,881,166,2025-11-16 04:36:09.717520,8
442,848,217,2025-06-05 21:36:09.717520,8
443,706,305,2025-10-31 10:36:09.717520,8
444,347,180,2025-10-12 00:36:09.717520,8
445,903,23,2025-03-29 16:36:09.717520,8
446,320,388,2025-01-12 13:36:09.717520,8
447,498,486,2025-10-13 14:36:09.717520,10
448,590,8,2025-05-25 08:36:09.717520,8
449,625,231,2025-07-29 10:36:09.717520,8
450,1102,109,2025-03-15 03:36:09.717520,8
451,530,281,2025-08-05 05:36:09.717520,8
452,290,356,2025-11-23 07:36:09.717520,7
453,1194,464,2025-11-05 02:36:09.717520,8
454,349,31,2025-04-24 16:36:09.717520,8
455,556,28,2025-07-27 06:36:09.717520,10
456,137,199,2025-11-03 18:36:09.717520,8
457,738,443,2025-01-24 10:36:09.717520,8
458,792,119,2025-06-13 02:36:09.717520,11
459,204,463,2025-05-11 01:36:09.717520,10
460,1089,46,2025-03-05 16:36:09.717520,8
461,938,288,2025-11-29 10:36:09.717520,8
462,1085,157,2025-05-20 01:36:09.717520,8
463,322,10,2025-05-27 07:36:09.717520,8
464,620,121,2025-08-13 18:36:09.717520,8
465,528,450,2025-06-16 10:36:09.717520,10
466,574,116,2025-02-15 20:36:09.717520,10
467,282,45,2025-06-14 02:36:09.717520,10
468,466,214,2025-04-03 04:36:09.717520,8
469,640,466,2025-10-05 20:36:09.717520,8
470,270,106,2025-10-30 14:36:09.717520,8
471,415,442,2025-02-08 19:36:09.717520,8
472,1073,466,2025-02-07 23:36:09.717520,11
473,298,336,2025-09-15 15:36:09.717520,8
474,1142,273,2025-01-29 15:36:09.717520,8
475,299,373,2024-12-15 20:36:09.717520,10
476,848,493,2025-06-28 19:36:09.717520,8
477,561,78,2025-03-06 13:36:09.717520,8
478,54,391,2025-10-10 05:36:09.717520,8
479,1162,314,2025-03-29 05:36:09.717520,8
480,54,184,2025-01-10 08:36:09.717520,8
481,275,258,2025-10-06 01:36:09.717520,8
482,766,95,2025-06-17 01:36:09.717520,8
483,336,99,2025-03-25 11:36:09.717520,8
484,31,474,2025-04-17 23:36:09.717520,8
485,416,388,2025-03-14 12:36:09.717520,8
486,900,444,2025-10-12 01:36:09.717520,8
487,938,455,2025-04-05 23:36:09.717520,8
488,86,312,2025-06-13 09:36:09.717520,8
489,1172,305,2025-09-01 02:36:09.717520,8
490,79,267,2025-01-25 00:36:09.717520,8
491,87,450,2025-04-05 02:36:09.717520,8
492,81,286,2025-06-17 02:36:09.717520,8
493,101,98,2025-04-29 00:36:09.717520,8
494,624,397,2025-04-26 00:36:09.717520,8
495,603,314,2024-12-28 08:36:09.717520,8
496,292,238,2025-10-27 00:36:09.717520,8
497,1026,58,2025-03-03 04:36:09.717520,10
498,1120,70,2025-06-19 23:36:09.717520,8
499,52,92,2025-07-21 04:36:09.717520,10
500,414,452,2025-07-20 12:36:09.717520,8
501,336,368,2025-02-01 12:36:09.717520,8
502,921,325,2025-06-03 12:36:09.717520,8
503,787,373,2025-08-19 05:36:09.717520,10
504,776,282,2025-06-12 11:36:09.717520,8
505,687,290,2025-11-02 14:36:09.717520,8
506,297,92,2025-11-29 11:36:09.717520,8
507,634,374,2025-07-16 19:36:09.717520,8
508,241,461,2025-02-05 16:36:09.717520,7
509,519,7,2025-07-23 01:36:09.717520,10
510,1114,414,2024-12-03 05:36:09.717520,10
511,488,112,2025-09-28 07:36:09.717520,8
512,840,227,2025-01-10 05:36:09.717520,8
513,502,452,2025-09-06 18:36:09.717520,8
514,1142,420,2025-03-16 11:36:09.717520,8
515,113,335,2025-05-27 11:36:09.717520,8
516,67,342,2025-09-22 05:36:09.717520,8
517,180,26,2025-01-24 23:36:09.717520,11
518,331,345,2025-04-25 05:36:09.717520,8
519,1219,294,2025-09-13 15:36:09.717520,10
520,1186,185,2024-12-18 12:36:09.717520,8
521,662,189,2025-06-12 12:36:09.717520,8
522,1128,34,2025-04-29 01:36:09.717520,8
523,563,169,2025-08-26 23:36:09.717520,8
524,429,314,2024-12-29 13:36:09.717520,8
525,1084,45,2025-08-05 09:36:09.717520,8
526,589,219,2025-10-07 20:36:09.717520,8
527,1178,320,2025-05-30 14:36:09.717520,8
528,1017,267,2025-10-20 01:36:09.717520,8
529,369,453,2025-10-08 17:36:09.717520,8
530,397,1,2025-01-29 10:36:09.717520,8
531,242,378,2025-03-17 05:36:09.717520,11
532,848,24,2025-05-19 21:36:09.717520,8
533,435,6,2025-10-23 16:36:09.717520,8
534,522,405,2025-01-03 19:36:09.717520,8
535,1127,166,2024-12-03 13:36:09.717520,8
536,700,203,2025-09-18 05:36:09.717520,10
537,360,100,2025-05-18 20:36:09.717520,10
538,982,470,2025-07-30 11:36:09.717520,8
539,987,80,2025-10-18 00:36:09.717520,10
540,1100,459,2025-05-21 00:36:09.717520,8
541,848,476,2024-12-29 02:36:09.717520,8
542,647,285,2025-08-31 10:36:09.717520,8
543,680,410,2025-05-30 12:36:09.717520,10
544,575,431,2024-12-15 20:36:09.717520,11
545,1095,432,2025-02-23 04:36:09.717520,8
546,384,305,2025-01-28 19:36:09.717520,8
547,645,364,2024-12-16 18:36:09.717520,8
548,1018,450,2025-03-31 21:36:09.717520,8
549,620,111,2025-08-25 19:36:09.717520,8
550,767,402,2024-12-19 16:36:09.717520,10
551,909,260,2024-12-13 01:36:09.717520,10
552,316,98,2025-05-24 01:36:09.717520,8
553,1073,159,2025-05-16 14:36:09.717520,8
554,202,421,2025-08-22 07:36:09.717520,11
555,421,371,2024-12-19 00:36:09.717520,8
556,1070,60,2024-12-02 19:36:09.717520,10
557,1218,447,2025-01-13 20:36:09.717520,8
558,95,53,2025-08-24 07:36:09.717520,8
559,47,296,2025-05-09 06:36:09.717520,10
560,658,103,2025-03-08 19:36:09.717520,8
561,654,396,2025-07-14 07:36:09.717520,8
562,306,81,2025-04-19 13:36:09.717520,7
563,1147,264,2025-01-21 16:36:09.717520,8
564,1126,164,2025-04-17 14:36:09.717520,10
565,581,294,2025-04-04 15:36:09.717520,8
566,694,277,2025-07-15 11:36:09.717520,8
567,965,463,2025-11-10 11:36:09.717520,8
568,111,45,2025-07-06 22:36:09.717520,8
569,1221,457,2025-09-30 06:36:09.717520,9
570,914,316,2025-05-31 19:36:09.717520,8
571,406,366,2025-11-09 03:36:09.717520,8
572,954,291,2025-02-05 12:36:09.717520,8
573,960,50,2025-07-21 19:36:09.717520,8
574,954,241,2025-03-28 17:36:09.717520,8
575,529,468,2025-06-04 22:36:09.717520,8
576,677,404,2025-05-16 00:36:09.717520,8
