paymentId,bookingId,amount,paymentMethod,paymentDate,statusId
175,175,481.91,Bank Transfer,2025-09-15 16:36:09.717520,18
176,176,437.77,Credit Card,2025-04-03 22:36:09.717520,18
177,177,301.65,Credit Card,2024-12-23 13:36:09.717520,18
178,178,278.21,Bank Transfer,2025-01-28 00:36:09.717520,18
179,179,371.15,Credit Card,2025-08-24 17:36:09.717520,18
180,180,372.05,Bank Transfer,2025-08-06 11:36:09.717520,18
181,181,235.64,Credit Card,2025-08-23 03:36:09.717520,18
182,182,257.55,Credit Card,2025-09-04 11:36:09.717520,18
183,183,672.78,Crypto,2025-11-10 01:36:09.717520,21
184,184,797.96,Bank Transfer,2025-01-24 10:36:09.717520,18
185,185,250.63,Bank Transfer,2025-01-08 20:36:09.717520,18
186,186,514.69,Bank Transfer,2025-05-20 17:36:09.717520,18
187,187,637.07,Bank Transfer,2025-04-10 11:36:09.717520,18
188,188,169.44,Crypto,2025-04-14 17:36:09.717520,18
189,189,589.76,Bank Transfer,2025-05-10 17:36:09.717520,18
190,190,145.46,Crypto,2024-12-04 10:36:09.717520,18
191,191,610.95,Crypto,2025-09-28 10:36:09.717520,18
192,192,273.36,Crypto,2025-08-14 21:36:09.717520,18
193,193,697.56,Bank Transfer,2025-01-15 15:36:09.717520,18
194,194,253.59,Bank Transfer,2025-06-22 04:36:09.717520,21
195,195,234.76,PayPal,2025-03-24 22:36:09.717520,18
196,196,272.03,Crypto,2025-10-21 08:36:09.717520,18
197,197,361.46,Bank Transfer,2024-12-06 18:36:09.717520,18
198,198,345.24,Bank Transfer,2024-12-21 17:36:09.717520,18
199,199,233.63,Bank Transfer,2025-09-09 04:36:09.717520,18
200,200,94.2,Bank Transfer,2025-06-30 23:36:09.717520,18
201,201,452.23,Credit Card,2025-03-07 00:36:09.717520,18
202,202,466.95,Crypto,2025-01-29 00:36:09.717520,18
203,203,138.37,PayPal,2024-12-29 07:36:09.717520,18
204,204,637.25,Crypto,2025-05-01 05:36:09.717520,18
205,205,678.75,Bank Transfer,2025-09-25 03:36:09.717520,18
206,206,308.35,Credit Card,2025-11-10 11:36:09.717520,18
207,207,395.01,Credit Card,2025-01-06 06:36:09.717520,18
208,208,58.51,PayPal,2025-10-14 08:36:09.717520,18
209,209,795.11,Crypto,2025-09-18 06:36:09.717520,18
210,210,588.95,Crypto,2025-07-08 22:36:09.717520,21
211,211,792.18,PayPal,2025-03-24 08:36:09.717520,18
212,212,296.48,Credit Card,2025-06-05 10:36:09.717520,18
213,213,177.36,Bank Transfer,2025-08-03 21:36:09.717520,19
214,214,475.76,Credit Card,2025-09-10 00:36:09.717520,20
215,215,219.82,Bank Transfer,2025-04-23 01:36:09.717520,18
216,216,674.92,Credit Card,2025-10-16 16:36:09.717520,18
217,217,261.09,Credit Card,2025-08-19 02:36:09.717520,18
218,218,766.26,Credit Card,2025-06-28 04:36:09.717520,18
219,219,795.48,PayPal,2025-04-13 22:36:09.717520,18
220,220,483.76,Bank Transfer,2025-11-01 07:36:09.717520,18
221,221,686.32,Bank Transfer,2025-09-30 10:36:09.717520,18
222,222,447.23,Crypto,2025-08-15 23:36:09.717520,18
223,223,610.99,Credit Card,2024-12-09 05:36:09.717520,18
224,224,268.98,Bank Transfer,2025-08-23 13:36:09.717520,18
225,225,276.77,Credit Card,2025-09-17 12:36:09.717520,18
226,226,198.11,Crypto,2025-08-05 22:36:09.717520,18
227,227,414.25,Credit Card,2025-01-02 16:36:09.717520,18
228,228,109.88,Crypto,2025-03-16 23:36:09.717520,18
229,229,202.46,Bank Transfer,2025-07-29 12:36:09.717520,21
230,230,744.67,Credit Card,2025-05-15 05:36:09.717520,18
231,231,171.18,Crypto,2025-04-21 05:36:09.717520,18
232,232,139.42,Credit Card,2025-03-01 04:36:09.717520,18
233,233,731.48,PayPal,2025-11-02 09:36:09.717520,18
234,234,407.33,Credit Card,2025-03-25 07:36:09.717520,18
235,235,190.64,Credit Card,2025-08-05 11:36:09.717520,18
236,236,276.25,Bank Transfer,2025-02-24 14:36:09.717520,20
237,237,176.99,PayPal,2025-02-17 02:36:09.717520,18
238,238,107.1,Bank Transfer,2025-02-01 06:36:09.717520,18
239,239,88.55,Crypto,2025-01-28 14:36:09.717520,18
240,240,354.89,Crypto,2025-09-30 14:36:09.717520,18
241,241,181.63,Bank Transfer,2025-04-04 03:36:09.717520,21
242,242,154.2,Crypto,2025-02-08 16:36:09.717520,18
243,243,487.81,PayPal,2024-12-31 06:36:09.717520,18
244,244,369.44,Crypto,2025-06-26 15:36:09.717520,18
245,245,785.87,PayPal,2025-11-03 21:36:09.717520,20
246,246,374.51,Crypto,2025-10-08 17:36:09.717520,18
247,247,323.05,PayPal,2025-07-01 04:36:09.717520,18
248,248,528.61,Crypto,2025-03-04 21:36:09.717520,18
249,249,620.32,Crypto,2025-11-17 05:36:09.717520,18
250,250,705.47,PayPal,2025-01-06 19:36:09.717520,18
251,251,694.27,PayPal,2024-12-10 12:36:09.717520,18
252,252,790.12,Bank Transfer,2025-07-03 03:36:09.717520,18
253,253,80.39,PayPal,2025-10-12 08:36:09.717520,18
254,254,776.31,Bank Transfer,2025-01-30 00:36:09.717520,18
255,255,791.21,PayPal,2025-10-05 16:36:09.717520,18
256,256,403.78,PayPal,2025-07-06 12:36:09.717520,18
257,257,702.64,PayPal,2025-03-30 06:36:09.717520,18
258,258,185.74,Credit Card,2025-10-01 02:36:09.717520,18
259,259,403.28,Credit Card,2025-07-06 17:36:09.717520,18
260,260,73.96,Crypto,2025-01-12 17:36:09.717520,18
261,261,504.0,PayPal,2025-04-11 01:36:09.717520,18
262,262,752.01,Credit Card,2025-08-25 02:36:09.717520,18
263,263,775.39,Credit Card,2025-03-19 06:36:09.717520,18
264,264,742.65,Credit Card,2025-01-26 06:36:09.717520,18
265,265,529.67,PayPal,2025-04-14 07:36:09.717520,18
266,266,499.1,Credit Card,2025-04-22 07:36:09.717520,18
267,267,688.62,Credit Card,2025-09-12 02:36:09.717520,20
268,268,732.53,Bank Transfer,2025-09-11 03:36:09.717520,18
269,269,703.69,PayPal,2025-05-29 07:36:09.717520,18
270,270,265.93,Credit Card,2025-11-05 10:36:09.717520,18
271,271,462.95,PayPal,2025-11-24 17:36:09.717520,18
272,272,66.93,Bank Transfer,2025-05-24 01:36:09.717520,22
273,273,555.27,PayPal,2025-06-20 05:36:09.717520,18
274,274,123.01,Credit Card,2025-02-14 23:36:09.717520,21
275,275,666.51,Bank Transfer,2025-01-04 08:36:09.717520,18
276,276,464.41,Bank Transfer,2024-12-23 01:36:09.717520,18
277,277,573.4,Bank Transfer,2025-11-04 01:36:09.717520,18
278,278,675.59,Credit Card,2025-03-01 04:36:09.717520,18
279,279,567.1,Bank Transfer,2025-11-03 11:36:09.717520,18
280,280,61.08,PayPal,2025-10-04 22:36:09.717520,20
281,281,394.77,Bank Transfer,2025-02-26 17:36:09.717520,18
282,282,720.26,Credit Card,2024-12-01 14:36:09.717520,18
283,283,119.93,Bank Transfer,2025-06-23 00:36:09.717520,18
284,284,490.81,Credit Card,2025-03-15 16:36:09.717520,18
285,285,434.02,Crypto,2025-01-16 21:36:09.717520,18
286,286,530.11,PayPal,2025-09-26 06:36:09.717520,18
287,287,694.76,Credit Card,2025-10-07 03:36:09.717520,18
288,288,556.48,Bank Transfer,2024-12-05 15:36:09.717520,18
289,289,276.11,PayPal,2025-09-14 15:36:09.717520,18
290,290,582.08,Credit Card,2025-01-30 20:36:09.717520,18
291,291,756.72,Bank Transfer,2025-09-22 15:36:09.717520,18
292,292,286.49,Bank Transfer,2025-08-06 22:36:09.717520,18
293,293,180.59,Credit Card,2025-07-25 14:36:09.717520,18
294,294,258.16,PayPal,2025-04-12 22:36:09.717520,18
295,295,542.87,Crypto,2025-11-26 12:36:09.717520,21
296,296,185.96,Crypto,2025-05-31 08:36:09.717520,18
297,297,444.02,PayPal,2025-04-27 10:36:09.717520,18
298,298,344.23,PayPal,2025-09-10 18:36:09.717520,18
299,299,414.03,Bank Transfer,2025-09-20 01:36:09.717520,18
300,300,115.26,Credit Card,2025-03-13 02:36:09.717520,20
301,301,563.37,Crypto,2025-03-29 16:36:09.717520,18
302,302,406.13,Credit Card,2025-01-25 02:36:09.717520,18
303,303,778.38,Bank Transfer,2024-12-06 04:36:09.717520,18
304,304,276.55,Crypto,2025-10-14 03:36:09.717520,18
305,305,121.41,Crypto,2025-04-22 13:36:09.717520,18
306,306,208.73,Bank Transfer,2025-06-21 22:36:09.717520,18
307,307,502.78,Credit Card,2025-08-28 07:36:09.717520,18
308,308,372.72,PayPal,2025-08-15 18:36:09.717520,18
309,309,575.01,Crypto,2025-02-02 13:36:09.717520,18
310,310,51.84,Crypto,2024-12-07 04:36:09.717520,18
311,311,50.35,Crypto,2025-01-21 18:36:09.717520,18
312,312,112.13,Crypto,2025-09-06 20:36:09.717520,18
313,313,263.65,Crypto,2025-10-11 08:36:09.717520,18
314,314,59.64,Credit Card,2025-03-19 09:36:09.717520,18
315,315,740.0,Crypto,2025-06-26 14:36:09.717520,18
316,316,583.62,Bank Transfer,2025-09-21 15:36:09.717520,18
317,317,536.08,Bank Transfer,2025-04-19 05:36:09.717520,18
318,318,465.33,Crypto,2025-02-15 17:36:09.717520,18
319,319,546.64,PayPal,2025-07-06 08:36:09.717520,18
320,320,556.38,Bank Transfer,2025-05-11 02:36:09.717520,18
321,321,68.03,Bank Transfer,2025-09-17 16:36:09.717520,18
322,322,234.56,Credit Card,2025-03-21 22:36:09.717520,18
323,323,489.33,Credit Card,2025-05-23 05:36:09.717520,18
324,324,535.34,Bank Transfer,2025-04-13 05:36:09.717520,18
325,325,264.55,Crypto,2025-11-14 08:36:09.717520,18
326,326,71.69,Credit Card,2025-11-01 03:36:09.717520,18
327,327,705.28,Bank Transfer,2025-05-16 13:36:09.717520,18
328,328,499.58,Crypto,2025-01-10 01:36:09.717520,18
329,329,145.11,PayPal,2025-02-13 17:36:09.717520,18
330,330,127.46,Crypto,2025-10-21 10:36:09.717520,18
331,331,477.59,Bank Transfer,2025-02-21 13:36:09.717520,21
332,332,120.69,Bank Transfer,2025-04-30 20:36:09.717520,18
333,333,172.75,Bank Transfer,2025-07-17 01:36:09.717520,18
334,334,699.35,Crypto,2025-07-20 05:36:09.717520,18
335,335,415.89,Credit Card,2025-04-01 01:36:09.717520,18
336,336,416.76,Credit Card,2025-02-24 04:36:09.717520,18
337,337,783.07,Crypto,2025-07-31 22:36:09.717520,18
338,338,169.81,PayPal,2025-01-12 15:36:09.717520,19
339,339,672.85,Credit Card,2025-11-03 06:36:09.717520,18
340,340,768.93,Crypto,2025-04-27 12:36:09.717520,18
341,341,337.31,Crypto,2025-02-27 15:36:09.717520,18
342,342,699.78,Credit Card,2025-05-18 00:36:09.717520,18
343,343,184.49,PayPal,2025-04-19 05:36:09.717520,18
344,344,488.23,Credit Card,2025-09-29 16:36:09.717520,18
345,345,148.24,Bank Transfer,2025-08-28 23:36:09.717520,18
346,346,160.51,PayPal,2025-05-29 04:36:09.717520,18
347,347,265.16,Crypto,2025-05-07 02:36:09.717520,18
348,348,330.19,Credit Card,2024-12-06 22:36:09.717520,18
349,349,202.71,Bank Transfer,2025-04-27 09:36:09.717520,18
350,350,389.59,Credit Card,2025-08-04 11:36:09.717520,18
351,351,383.53,PayPal,2025-05-01 16:36:09.717520,18
352,352,287.49,Crypto,2025-06-10 05:36:09.717520,18
353,353,197.85,Credit Card,2025-06-22 03:36:09.717520,18
354,354,200.35,PayPal,2025-06-14 04:36:09.717520,18
355,355,666.28,PayPal,2025-04-03 12:36:09.717520,18
356,356,144.88,Crypto,2025-10-31 16:36:09.717520,18
357,357,794.64,Bank Transfer,2025-03-07 01:36:09.717520,18
358,358,67.21,Bank Transfer,2025-10-25 20:36:09.717520,18
359,359,424.07,Crypto,2025-10-16 12:36:09.717520,18
360,360,688.87,PayPal,2024-12-28 14:36:09.717520,18
361,361,707.53,Bank Transfer,2025-04-17 04:36:09.717520,18
362,362,259.95,Bank Transfer,2025-01-16 13:36:09.717520,18
363,363,516.22,Bank Transfer,2025-07-04 20:36:09.717520,18
364,364,668.65,Credit Card,2025-07-28 16:36:09.717520,18
365,365,132.29,PayPal,2025-02-13 11:36:09.717520,18
366,366,455.67,Credit Card,2025-09-05 19:36:09.717520,18
367,367,264.38,Crypto,2025-06-15 07:36:09.717520,18
368,368,231.49,PayPal,2025-07-15 21:36:09.717520,18
369,369,565.33,Bank Transfer,2025-07-26 18:36:09.717520,18
370,370,407.98,Credit Card,2025-03-18 11:36:09.717520,18
371,371,81.55,Crypto,2025-05-16 10:36:09.717520,19
372,372,336.07,Bank Transfer,2025-09-08 12:36:09.717520,18
373,373,77.07,Crypto,2025-05-02 16:36:09.717520,18
374,374,353.6,Crypto,2025-11-09 16:36:09.717520,18
375,375,412.8,Credit Card,2025-07-12 23:36:09.717520,18
376,376,368.22,Bank Transfer,2025-02-02 07:36:09.717520,18
377,377,669.95,Crypto,2024-12-23 13:36:09.717520,18
378,378,548.0,Crypto,2025-10-01 18:36:09.717520,18
379,379,698.63,Crypto,2025-02-19 20:36:09.717520,18
380,380,192.19,Credit Card,2025-10-19 01:36:09.717520,18
381,381,366.49,Crypto,2025-09-02 23:36:09.717520,18
382,382,323.56,Credit Card,2025-09-12 14:36:09.717520,18
383,383,261.72,Bank Transfer,2025-03-10 15:36:09.717520,19
384,384,729.07,Bank Transfer,2025-02-09 02:36:09.717520,18
385,385,454.57,PayPal,2025-07-15 18:36:09.717520,20
386,386,503.56,PayPal,2025-09-18 16:36:09.717520,18
387,387,641.52,Credit Card,2025-07-30 09:36:09.717520,18
388,388,615.46,Credit Card,2025-09-12 15:36:09.717520,18
389,389,102.22,PayPal,2025-04-30 20:36:09.717520,18
390,390,144.34,PayPal,2025-10-24 09:36:09.717520,18
391,391,776.21,Credit Card,2024-12-10 18:36:09.717520,18
392,392,451.38,PayPal,2025-01-04 10:36:09.717520,18
393,393,529.18,Crypto,2025-08-26 07:36:09.717520,18
394,394,401.86,PayPal,2025-10-10 05:36:09.717520,18
395,395,289.28,PayPal,2025-01-21 02:36:09.717520,18
396,396,635.17,Bank Transfer,2025-02-07 04:36:09.717520,18
397,397,86.04,Crypto,2025-08-07 09:36:09.717520,18
398,398,271.4,PayPal,2025-06-18 05:36:09.717520,18
399,399,686.57,Crypto,2024-12-25 23:36:09.717520,18
400,400,751.01,Bank Transfer,2025-03-19 17:36:09.717520,18
401,401,323.57,Crypto,2025-10-26 03:36:09.717520,18
402,402,355.04,Credit Card,2025-06-09 07:36:09.717520,18
403,403,196.08,Crypto,2024-12-23 22:36:09.717520,18
404,404,164.25,Credit Card,2025-03-21 05:36:09.717520,18
405,405,197.21,PayPal,2025-06-16 20:36:09.717520,18
406,406,484.59,PayPal,2025-10-19 00:36:09.717520,18
407,407,393.99,Credit Card,2025-01-25 19:36:09.717520,18
408,408,366.0,Crypto,2025-11-06 23:36:09.717520,18
409,409,730.9,Credit Card,2025-03-03 18:36:09.717520,18
410,410,347.72,Bank Transfer,2025-02-20 01:36:09.717520,18
411,411,150.91,PayPal,2025-06-01 16:36:09.717520,18
412,412,683.52,Crypto,2025-06-09 03:36:09.717520,18
413,413,288.98,Bank Transfer,2025-05-17 10:36:09.717520,18
414,414,720.82,PayPal,2025-06-13 22:36:09.717520,18
415,415,404.0,Crypto,2025-07-21 05:36:09.717520,18
416,416,788.71,Crypto,2024-12-18 08:36:09.717520,18
417,417,707.45,PayPal,2025-05-03 11:36:09.717520,18
418,418,662.97,Credit Card,2025-05-12 02:36:09.717520,18
419,419,282.78,Credit Card,2025-09-11 20:36:09.717520,18
420,420,552.36,PayPal,2025-01-18 10:36:09.717520,18
421,421,65.59,Bank Transfer,2025-04-15 01:36:09.717520,18
422,422,642.43,Credit Card,2025-04-12 01:36:09.717520,18
423,423,259.85,PayPal,2025-03-24 20:36:09.717520,18
424,424,597.22,Credit Card,2025-08-04 22:36:09.717520,18
425,425,723.95,Crypto,2025-01-18 06:36:09.717520,18
426,426,658.87,Bank Transfer,2025-09-23 09:36:09.717520,22
427,427,492.0,PayPal,2025-05-22 02:36:09.717520,18
428,428,464.78,Crypto,2025-02-01 10:36:09.717520,18
429,429,180.12,Bank Transfer,2024-12-07 06:36:09.717520,18
430,430,98.35,Credit Card,2025-05-06 06:36:09.717520,18
431,431,516.23,PayPal,2025-02-15 12:36:09.717520,18
432,432,525.02,Crypto,2024-12-27 17:36:09.717520,18
433,433,177.8,Credit Card,2025-07-18 09:36:09.717520,18
434,434,555.78,Bank Transfer,2025-07-10 07:36:09.717520,17
